Sensor_RED,Sensor_NIR,Etiqueta
0.22483570765056166,0.587024313327415,Cultivo_Maiz_Lote_A
0.19308678494144077,0.5656851184805174,Cultivo_Maiz_Lote_A
0.23238442690503464,0.6075685663875332,Cultivo_Maiz_Lote_A
0.2761514928204013,0.6419972352970191,Cultivo_Maiz_Lote_A
0.1882923312638332,0.5230804776519248,Cultivo_Maiz_Lote_A
0.18829315215254097,0.5318780209237304,Cultivo_Maiz_Lote_A
0.2789606407753696,0.633469217964469,Cultivo_Maiz_Lote_A
0.23837173645764545,0.6009731081843606,Cultivo_Maiz_Lote_A
0.1765262807032524,0.5515219782887228,Cultivo_Maiz_Lote_A
0.22712800217929824,0.658757031556533,Cultivo_Maiz_Lote_A
0.1768291153593769,0.5528811025013649,Cultivo_Maiz_Lote_A
0.17671351232148716,0.5640821226608017,Cultivo_Maiz_Lote_A
0.21209811357830172,0.5887585261325055,Cultivo_Maiz_Lote_A
0.10433598776711012,0.49649661523980404,Cultivo_Maiz_Lote_A
0.11375410837434836,0.4846979018066718,Cultivo_Maiz_Lote_A
0.17188562353795137,0.5526878832402264,Cultivo_Maiz_Lote_A
0.14935844398327883,0.5040302508958716,Cultivo_Maiz_Lote_A
0.2157123666297637,0.5678335211690109,Cultivo_Maiz_Lote_A
0.15459879622393946,0.5139717660225696,Cultivo_Maiz_Lote_A
0.12938481493323545,0.5051453347343149,Cultivo_Maiz_Lote_A
0.2732824384460777,0.6649191220903323,Cultivo_Maiz_Lote_A
0.18871118497567324,0.5136236441287036,Cultivo_Maiz_Lote_A
0.2033764102343962,0.5764263319950073,Cultivo_Maiz_Lote_A
0.12876259068932716,0.4707557551276687,Cultivo_Maiz_Lote_A
0.17278086377374088,0.5287860537032041,Cultivo_Maiz_Lote_A
0.2055461294854933,0.586215915527742,Cultivo_Maiz_Lote_A
0.14245032112888487,0.5152458572850172,Cultivo_Maiz_Lote_A
0.21878490091728361,0.5534730251752408,Cultivo_Maiz_Lote_A
0.16996806550405977,0.5216683782180485,Cultivo_Maiz_Lote_A
0.18541531251033616,0.5619242049869625,Cultivo_Maiz_Lote_A
0.16991466938853017,0.5213244028764814,Cultivo_Maiz_Lote_A
0.2926139092254469,0.638420299171997,Cultivo_Maiz_Lote_A
0.19932513876310332,0.5603715478085589,Cultivo_Maiz_Lote_A
0.14711445355220498,0.5046595558896476,Cultivo_Maiz_Lote_A
0.24112724560515947,0.6357806782706341,Cultivo_Maiz_Lote_A
0.1389578175014489,0.5238446344475194,Cultivo_Maiz_Lote_A
0.2104431797502378,0.5278516920670381,Cultivo_Maiz_Lote_A
0.10201649380601123,0.4853422813401975,Cultivo_Maiz_Lote_A
0.13359069755507846,0.493636828748695,Cultivo_Maiz_Lote_A
0.2098430617934562,0.5849231161306895,Cultivo_Maiz_Lote_A
